age,gender,interest,course
58,Female,sculpture,Fine Arts
58,Female,digital art,Fine Arts
58,Female,graphic,Fine Arts
58,Female,photography,Fine Arts
58,Female,music,Fine Arts
58,Female,singing,Fine Arts
58,Female,instrumental,Fine Arts
58,Female,dance,Fine Arts
58,Female,theater,Fine Arts
58,Female,film,Fine Arts
58,Female,writing,Fine Arts
58,Female,animation,Fine Arts
58,Female,rap,Fine Arts
58,Female,performance,Fine Arts
58,Female,fashion,Fine Arts
58,Female,design,Fine Arts
58,Female,illustration,Fine Arts
58,Female,typography,Fine Arts
58,Female,jewelry,Fine Arts
58,Female,pottery,Fine Arts
58,Female,street art,Fine Arts
58,Female,biology,Nursing
58,Female,chemistry,Chemical Engineering
58,Female,physics,Physics
58,Female,math,Mathematics
58,Female,statistics,Mathematics
58,Female,environment,Science
58,Female,laboratory,Science
58,Female,medical,Nursing
58,Female,genetics,Nursing
58,Female,quantum mechanics,Physics
58,Female,geology,Science
58,Female,marine,Science
58,Female,molecular,Nursing
58,Female,organic,Chemical Engineering
58,Female,astrophysics,Physics
58,Female,calculus,Mathematics
58,Female,ecology,Science
58,Female,climate,Science
58,Female,neuroscience,Nursing
58,Female,biotech,Nursing
58,Female,biomedical,Nursing
58,Female,microbiology,Nursing
58,Female,cellular,Nursing
58,Female,analytical,Chemical Engineering
58,Female,theoretical,Physics
58,Female,business,Business Management
58,Female,sports,Physical Education
58,Female,law,Legal Management
58,Female,psychology,Psychology
58,Female,education,Education
58,Female,engineering,Civil Engineering
59,Male,programming,Computer Science
59,Male,software,Computer Science
59,Male,web,Computer Science
59,Male,network,Computer Science
59,Male,cybersecurity,Computer Science
59,Male,data science,Computer Science
59,Male,machine learning,Computer Science
59,Male,cloud,Computer Science
59,Male,blockchain,Computer Science
59,Male,python,Computer Science
59,Male,java,Computer Science
59,Male,c++,Computer Science
59,Male,frontend,Computer Science
59,Male,backend,Computer Science
59,Male,DevOps,Computer Science
59,Male,UI/UX,Computer Science
59,Male,system,Computer Science
59,Male,database,Computer Science
59,Male,game,Computer Science
59,Male,full stack,Computer Science
59,Male,quantum,Computer Science
59,Male,painting,Fine Arts
59,Male,sculpture,Fine Arts
59,Male,digital art,Fine Arts
59,Male,graphic,Fine Arts
59,Male,photography,Fine Arts
59,Male,music,Fine Arts
59,Male,singing,Fine Arts
59,Male,instrumental,Fine Arts
59,Male,dance,Fine Arts
59,Male,theater,Fine Arts
59,Male,film,Fine Arts
59,Male,writing,Fine Arts
59,Male,animation,Fine Arts
59,Male,rap,Fine Arts
59,Male,performance,Fine Arts
59,Male,fashion,Fine Arts
59,Male,design,Fine Arts
59,Male,illustration,Fine Arts
59,Male,typography,Fine Arts
59,Male,jewelry,Fine Arts
59,Male,pottery,Fine Arts
59,Male,street art,Fine Arts
59,Male,biology,Nursing
59,Male,chemistry,Chemical Engineering
59,Male,physics,Physics
59,Male,math,Mathematics
59,Male,statistics,Mathematics
59,Male,environment,Science
59,Male,laboratory,Science
59,Male,medical,Nursing
59,Male,genetics,Nursing
59,Male,quantum mechanics,Physics
59,Male,geology,Science
59,Male,marine,Science
59,Male,molecular,Nursing
59,Male,organic,Chemical Engineering
59,Male,astrophysics,Physics
59,Male,calculus,Mathematics
59,Male,ecology,Science
59,Male,climate,Science
59,Male,neuroscience,Nursing
59,Male,biotech,Nursing
59,Male,biomedical,Nursing
59,Male,microbiology,Nursing
59,Male,cellular,Nursing
59,Male,analytical,Chemical Engineering
59,Male,theoretical,Physics
59,Male,business,Business Management
59,Male,sports,Physical Education
59,Male,law,Legal Management
59,Male,psychology,Psychology
59,Male,education,Education
59,Male,engineering,Civil Engineering
59,Female,programming,Computer Science
59,Female,software,Computer Science
59,Female,web,Computer Science
59,Female,network,Computer Science
59,Female,cybersecurity,Computer Science
59,Female,data science,Computer Science
59,Female,machine learning,Computer Science
59,Female,cloud,Computer Science
59,Female,blockchain,Computer Science
59,Female,python,Computer Science
59,Female,java,Computer Science
59,Female,c++,Computer Science
59,Female,frontend,Computer Science
59,Female,backend,Computer Science
59,Female,DevOps,Computer Science
59,Female,UI/UX,Computer Science
59,Female,system,Computer Science
59,Female,database,Computer Science
59,Female,game,Computer Science
59,Female,full stack,Computer Science
59,Female,quantum,Computer Science
59,Female,painting,Fine Arts
59,Female,sculpture,Fine Arts
59,Female,digital art,Fine Arts
59,Female,graphic,Fine Arts
59,Female,photography,Fine Arts
59,Female,music,Fine Arts
59,Female,singing,Fine Arts
59,Female,instrumental,Fine Arts
59,Female,dance,Fine Arts
59,Female,theater,Fine Arts
59,Female,film,Fine Arts
59,Female,writing,Fine Arts
59,Female,animation,Fine Arts
59,Female,rap,Fine Arts
59,Female,performance,Fine Arts
59,Female,fashion,Fine Arts
59,Female,design,Fine Arts
59,Female,illustration,Fine Arts
59,Female,typography,Fine Arts
59,Female,jewelry,Fine Arts
59,Female,pottery,Fine Arts
59,Female,street art,Fine Arts
59,Female,biology,Nursing
59,Female,chemistry,Chemical Engineering
59,Female,physics,Physics
59,Female,math,Mathematics
59,Female,statistics,Mathematics
59,Female,environment,Science
59,Female,laboratory,Science
59,Female,medical,Nursing
59,Female,genetics,Nursing
59,Female,quantum mechanics,Physics
59,Female,geology,Science
59,Female,marine,Science
59,Female,molecular,Nursing
59,Female,organic,Chemical Engineering
59,Female,astrophysics,Physics
59,Female,calculus,Mathematics
59,Female,ecology,Science
59,Female,climate,Science
59,Female,neuroscience,Nursing
59,Female,biotech,Nursing
59,Female,biomedical,Nursing
59,Female,microbiology,Nursing
59,Female,cellular,Nursing
59,Female,analytical,Chemical Engineering
59,Female,theoretical,Physics
59,Female,business,Business Management
59,Female,sports,Physical Education
59,Female,law,Legal Management
59,Female,psychology,Psychology
59,Female,education,Education
59,Female,engineering,Civil Engineering
60,Male,programming,Computer Science
60,Male,software,Computer Science
60,Male,web,Computer Science
60,Male,network,Computer Science
60,Male,cybersecurity,Computer Science
60,Male,data science,Computer Science
60,Male,machine learning,Computer Science
60,Male,cloud,Computer Science
60,Male,blockchain,Computer Science
60,Male,python,Computer Science
60,Male,java,Computer Science
60,Male,c++,Computer Science
60,Male,frontend,Computer Science
60,Male,backend,Computer Science
60,Male,DevOps,Computer Science
60,Male,UI/UX,Computer Science
60,Male,system,Computer Science
60,Male,database,Computer Science
60,Male,game,Computer Science
60,Male,full stack,Computer Science
60,Male,quantum,Computer Science
60,Male,painting,Fine Arts
60,Male,sculpture,Fine Arts
60,Male,digital art,Fine Arts
60,Male,graphic,Fine Arts
60,Male,photography,Fine Arts
60,Male,music,Fine Arts
60,Male,singing,Fine Arts
60,Male,instrumental,Fine Arts
60,Male,dance,Fine Arts
60,Male,theater,Fine Arts
60,Male,film,Fine Arts
60,Male,writing,Fine Arts
60,Male,animation,Fine Arts
60,Male,rap,Fine Arts
60,Male,performance,Fine Arts
60,Male,fashion,Fine Arts
60,Male,design,Fine Arts
60,Male,illustration,Fine Arts
60,Male,typography,Fine Arts
60,Male,jewelry,Fine Arts
60,Male,pottery,Fine Arts
60,Male,street art,Fine Arts
60,Male,biology,Nursing
60,Male,chemistry,Chemical Engineering
60,Male,physics,Physics
60,Male,math,Mathematics
60,Male,statistics,Mathematics
60,Male,environment,Science
60,Male,laboratory,Science
60,Male,medical,Nursing
60,Male,genetics,Nursing
60,Male,quantum mechanics,Physics
60,Male,geology,Science
60,Male,marine,Science
60,Male,molecular,Nursing
60,Male,organic,Chemical Engineering
60,Male,astrophysics,Physics
60,Male,calculus,Mathematics
60,Male,ecology,Science
60,Male,climate,Science
60,Male,neuroscience,Nursing
60,Male,biotech,Nursing
60,Male,biomedical,Nursing
60,Male,microbiology,Nursing
60,Male,cellular,Nursing
60,Male,analytical,Chemical Engineering
60,Male,theoretical,Physics
60,Male,business,Business Management
60,Male,sports,Physical Education
60,Male,law,Legal Management
60,Male,psychology,Psychology
60,Male,education,Education
60,Male,engineering,Civil Engineering
60,Female,programming,Computer Science
60,Female,software,Computer Science
60,Female,web,Computer Science
60,Female,network,Computer Science
60,Female,cybersecurity,Computer Science
60,Female,data science,Computer Science
60,Female,machine learning,Computer Science
60,Female,cloud,Computer Science
60,Female,blockchain,Computer Science
60,Female,python,Computer Science
60,Female,java,Computer Science
60,Female,c++,Computer Science
60,Female,frontend,Computer Science
60,Female,backend,Computer Science
60,Female,DevOps,Computer Science
60,Female,UI/UX,Computer Science
60,Female,system,Computer Science
60,Female,database,Computer Science
60,Female,game,Computer Science
60,Female,full stack,Computer Science
60,Female,quantum,Computer Science
60,Female,painting,Fine Arts
60,Female,sculpture,Fine Arts
60,Female,digital art,Fine Arts
60,Female,graphic,Fine Arts
60,Female,photography,Fine Arts
60,Female,music,Fine Arts
60,Female,singing,Fine Arts
60,Female,instrumental,Fine Arts
60,Female,dance,Fine Arts
60,Female,theater,Fine Arts
60,Female,film,Fine Arts
60,Female,writing,Fine Arts
60,Female,animation,Fine Arts
60,Female,rap,Fine Arts
60,Female,performance,Fine Arts
60,Female,fashion,Fine Arts
60,Female,design,Fine Arts
60,Female,illustration,Fine Arts
60,Female,typography,Fine Arts
60,Female,jewelry,Fine Arts
60,Female,pottery,Fine Arts
60,Female,street art,Fine Arts
60,Female,biology,Nursing
60,Female,chemistry,Chemical Engineering
60,Female,physics,Physics
60,Female,math,Mathematics
60,Female,statistics,Mathematics
60,Female,environment,Science
60,Female,laboratory,Science
60,Female,medical,Nursing
60,Female,genetics,Nursing
60,Female,quantum mechanics,Physics
60,Female,geology,Science
60,Female,marine,Science
60,Female,molecular,Nursing
60,Female,organic,Chemical Engineering
60,Female,astrophysics,Physics
60,Female,calculus,Mathematics
60,Female,ecology,Science
60,Female,climate,Science
60,Female,neuroscience,Nursing
60,Female,biotech,Nursing
60,Female,biomedical,Nursing
60,Female,microbiology,Nursing
60,Female,cellular,Nursing
60,Female,analytical,Chemical Engineering
60,Female,theoretical,Physics
60,Female,business,Business Management
60,Female,sports,Physical Education
60,Female,law,Legal Management
60,Female,psychology,Psychology
60,Female,education,Education
60,Female,engineering,Civil Engineering
61,Male,programming,Computer Science
61,Male,software,Computer Science
61,Male,web,Computer Science
61,Male,network,Computer Science
61,Male,cybersecurity,Computer Science
61,Male,data science,Computer Science
61,Male,machine learning,Computer Science
61,Male,cloud,Computer Science
61,Male,blockchain,Computer Science
61,Male,python,Computer Science
61,Male,java,Computer Science
61,Male,c++,Computer Science
61,Male,frontend,Computer Science
61,Male,backend,Computer Science
61,Male,DevOps,Computer Science
61,Male,UI/UX,Computer Science
61,Male,system,Computer Science
61,Male,database,Computer Science
61,Male,game,Computer Science
61,Male,full stack,Computer Science
61,Male,quantum,Computer Science
61,Male,painting,Fine Arts
61,Male,sculpture,Fine Arts
61,Male,digital art,Fine Arts
61,Male,graphic,Fine Arts
61,Male,photography,Fine Arts
61,Male,music,Fine Arts
61,Male,singing,Fine Arts
61,Male,instrumental,Fine Arts
61,Male,dance,Fine Arts
61,Male,theater,Fine Arts
61,Male,film,Fine Arts
61,Male,writing,Fine Arts
61,Male,animation,Fine Arts
61,Male,rap,Fine Arts
61,Male,performance,Fine Arts
61,Male,fashion,Fine Arts
61,Male,design,Fine Arts
61,Male,illustration,Fine Arts
61,Male,typography,Fine Arts
61,Male,jewelry,Fine Arts
61,Male,pottery,Fine Arts
61,Male,street art,Fine Arts
61,Male,biology,Nursing
61,Male,chemistry,Chemical Engineering
61,Male,physics,Physics
61,Male,math,Mathematics
61,Male,statistics,Mathematics
61,Male,environment,Science
61,Male,laboratory,Science
61,Male,medical,Nursing
61,Male,genetics,Nursing
61,Male,quantum mechanics,Physics
61,Male,geology,Science
61,Male,marine,Science
61,Male,molecular,Nursing
61,Male,organic,Chemical Engineering
61,Male,astrophysics,Physics
61,Male,calculus,Mathematics
61,Male,ecology,Science
61,Male,climate,Science
61,Male,neuroscience,Nursing
61,Male,biotech,Nursing
61,Male,biomedical,Nursing
61,Male,microbiology,Nursing
61,Male,cellular,Nursing
61,Male,analytical,Chemical Engineering
61,Male,theoretical,Physics
61,Male,business,Business Management
61,Male,sports,Physical Education
61,Male,law,Legal Management
61,Male,psychology,Psychology
61,Male,education,Education
61,Male,engineering,Civil Engineering
61,Female,programming,Computer Science
61,Female,software,Computer Science
61,Female,web,Computer Science
61,Female,network,Computer Science
61,Female,cybersecurity,Computer Science
61,Female,data science,Computer Science
61,Female,machine learning,Computer Science
61,Female,cloud,Computer Science
61,Female,blockchain,Computer Science
61,Female,python,Computer Science
61,Female,java,Computer Science
61,Female,c++,Computer Science
61,Female,frontend,Computer Science
61,Female,backend,Computer Science
61,Female,DevOps,Computer Science
61,Female,UI/UX,Computer Science
61,Female,system,Computer Science
61,Female,database,Computer Science
61,Female,game,Computer Science
61,Female,full stack,Computer Science
61,Female,quantum,Computer Science
61,Female,painting,Fine Arts
61,Female,sculpture,Fine Arts
61,Female,digital art,Fine Arts
61,Female,graphic,Fine Arts
61,Female,photography,Fine Arts
61,Female,music,Fine Arts
61,Female,singing,Fine Arts
61,Female,instrumental,Fine Arts
61,Female,dance,Fine Arts
61,Female,theater,Fine Arts
61,Female,film,Fine Arts
61,Female,writing,Fine Arts
61,Female,animation,Fine Arts
61,Female,rap,Fine Arts
61,Female,performance,Fine Arts
61,Female,fashion,Fine Arts
61,Female,design,Fine Arts
61,Female,illustration,Fine Arts
61,Female,typography,Fine Arts
61,Female,jewelry,Fine Arts
61,Female,pottery,Fine Arts
61,Female,street art,Fine Arts
61,Female,biology,Nursing
61,Female,chemistry,Chemical Engineering
61,Female,physics,Physics
61,Female,math,Mathematics
61,Female,statistics,Mathematics
61,Female,environment,Science
61,Female,laboratory,Science
61,Female,medical,Nursing
61,Female,genetics,Nursing
61,Female,quantum mechanics,Physics
61,Female,geology,Science
61,Female,marine,Science
61,Female,molecular,Nursing
61,Female,organic,Chemical Engineering
61,Female,astrophysics,Physics
61,Female,calculus,Mathematics
61,Female,ecology,Science
61,Female,climate,Science
61,Female,neuroscience,Nursing
61,Female,biotech,Nursing
61,Female,biomedical,Nursing
61,Female,microbiology,Nursing
61,Female,cellular,Nursing
61,Female,analytical,Chemical Engineering
61,Female,theoretical,Physics
61,Female,business,Business Management
61,Female,sports,Physical Education
61,Female,law,Legal Management
61,Female,psychology,Psychology
61,Female,education,Education
61,Female,engineering,Civil Engineering
62,Male,programming,Computer Science
62,Male,software,Computer Science
62,Male,web,Computer Science
62,Male,network,Computer Science
62,Male,cybersecurity,Computer Science
62,Male,data science,Computer Science
62,Male,machine learning,Computer Science
62,Male,cloud,Computer Science
62,Male,blockchain,Computer Science
62,Male,python,Computer Science
62,Male,java,Computer Science
62,Male,c++,Computer Science
62,Male,frontend,Computer Science
62,Male,backend,Computer Science
62,Male,DevOps,Computer Science
62,Male,UI/UX,Computer Science
62,Male,system,Computer Science
62,Male,database,Computer Science
62,Male,game,Computer Science
62,Male,full stack,Computer Science
62,Male,quantum,Computer Science
62,Male,painting,Fine Arts
62,Male,sculpture,Fine Arts
62,Male,digital art,Fine Arts
62,Male,graphic,Fine Arts
62,Male,photography,Fine Arts
62,Male,music,Fine Arts
62,Male,singing,Fine Arts
62,Male,instrumental,Fine Arts
62,Male,dance,Fine Arts
62,Male,theater,Fine Arts
62,Male,film,Fine Arts
62,Male,writing,Fine Arts
62,Male,animation,Fine Arts
62,Male,rap,Fine Arts
62,Male,performance,Fine Arts
62,Male,fashion,Fine Arts
62,Male,design,Fine Arts
62,Male,illustration,Fine Arts
62,Male,typography,Fine Arts
62,Male,jewelry,Fine Arts
62,Male,pottery,Fine Arts
62,Male,street art,Fine Arts
62,Male,biology,Nursing
62,Male,chemistry,Chemical Engineering
62,Male,physics,Physics
62,Male,math,Mathematics
62,Male,statistics,Mathematics
62,Male,environment,Science
62,Male,laboratory,Science
62,Male,medical,Nursing
62,Male,genetics,Nursing
62,Male,quantum mechanics,Physics
62,Male,geology,Science
62,Male,marine,Science
62,Male,molecular,Nursing
62,Male,organic,Chemical Engineering
62,Male,astrophysics,Physics
62,Male,calculus,Mathematics
62,Male,ecology,Science
62,Male,climate,Science
62,Male,neuroscience,Nursing
62,Male,biotech,Nursing
62,Male,biomedical,Nursing
62,Male,microbiology,Nursing
62,Male,cellular,Nursing
62,Male,analytical,Chemical Engineering
62,Male,theoretical,Physics
62,Male,business,Business Management
62,Male,sports,Physical Education
62,Male,law,Legal Management
62,Male,psychology,Psychology
62,Male,education,Education
62,Male,engineering,Civil Engineering
62,Female,programming,Computer Science
62,Female,software,Computer Science
62,Female,web,Computer Science
62,Female,network,Computer Science
62,Female,cybersecurity,Computer Science
62,Female,data science,Computer Science
62,Female,machine learning,Computer Science
62,Female,cloud,Computer Science
62,Female,blockchain,Computer Science
62,Female,python,Computer Science
62,Female,java,Computer Science
62,Female,c++,Computer Science
62,Female,frontend,Computer Science
62,Female,backend,Computer Science
62,Female,DevOps,Computer Science
62,Female,UI/UX,Computer Science
62,Female,system,Computer Science
62,Female,database,Computer Science
62,Female,game,Computer Science
62,Female,full stack,Computer Science
62,Female,quantum,Computer Science
62,Female,painting,Fine Arts
62,Female,sculpture,Fine Arts
62,Female,digital art,Fine Arts
62,Female,graphic,Fine Arts
62,Female,photography,Fine Arts
62,Female,music,Fine Arts
62,Female,singing,Fine Arts
62,Female,instrumental,Fine Arts
62,Female,dance,Fine Arts
62,Female,theater,Fine Arts
62,Female,film,Fine Arts
62,Female,writing,Fine Arts
62,Female,animation,Fine Arts
62,Female,rap,Fine Arts
62,Female,performance,Fine Arts
62,Female,fashion,Fine Arts
62,Female,design,Fine Arts
62,Female,illustration,Fine Arts
62,Female,typography,Fine Arts
62,Female,jewelry,Fine Arts
62,Female,pottery,Fine Arts
62,Female,street art,Fine Arts
62,Female,biology,Nursing
62,Female,chemistry,Chemical Engineering
62,Female,physics,Physics
62,Female,math,Mathematics
62,Female,statistics,Mathematics
62,Female,environment,Science
62,Female,laboratory,Science
62,Female,medical,Nursing
62,Female,genetics,Nursing
62,Female,quantum mechanics,Physics
62,Female,geology,Science
62,Female,marine,Science
62,Female,molecular,Nursing
62,Female,organic,Chemical Engineering
62,Female,astrophysics,Physics
62,Female,calculus,Mathematics
62,Female,ecology,Science
62,Female,climate,Science
62,Female,neuroscience,Nursing
62,Female,biotech,Nursing
62,Female,biomedical,Nursing
62,Female,microbiology,Nursing
62,Female,cellular,Nursing
62,Female,analytical,Chemical Engineering
62,Female,theoretical,Physics
62,Female,business,Business Management
62,Female,sports,Physical Education
62,Female,law,Legal Management
62,Female,psychology,Psychology
62,Female,education,Education
62,Female,engineering,Civil Engineering
63,Male,programming,Computer Science
63,Male,software,Computer Science
63,Male,web,Computer Science
63,Male,network,Computer Science
63,Male,cybersecurity,Computer Science
63,Male,data science,Computer Science
63,Male,machine learning,Computer Science
63,Male,cloud,Computer Science
63,Male,blockchain,Computer Science
63,Male,python,Computer Science
63,Male,java,Computer Science
63,Male,c++,Computer Science
63,Male,frontend,Computer Science
63,Male,backend,Computer Science
63,Male,DevOps,Computer Science
63,Male,UI/UX,Computer Science
63,Male,system,Computer Science
63,Male,database,Computer Science
63,Male,game,Computer Science
63,Male,full stack,Computer Science
63,Male,quantum,Computer Science
63,Male,painting,Fine Arts
63,Male,sculpture,Fine Arts
63,Male,digital art,Fine Arts
63,Male,graphic,Fine Arts
63,Male,photography,Fine Arts
63,Male,music,Fine Arts
63,Male,singing,Fine Arts
63,Male,instrumental,Fine Arts
63,Male,dance,Fine Arts
63,Male,theater,Fine Arts
63,Male,film,Fine Arts
63,Male,writing,Fine Arts
63,Male,animation,Fine Arts
63,Male,rap,Fine Arts
63,Male,performance,Fine Arts
63,Male,fashion,Fine Arts
63,Male,design,Fine Arts
63,Male,illustration,Fine Arts
63,Male,typography,Fine Arts
63,Male,jewelry,Fine Arts
63,Male,pottery,Fine Arts
63,Male,street art,Fine Arts
63,Male,biology,Nursing
63,Male,chemistry,Chemical Engineering
63,Male,physics,Physics
63,Male,math,Mathematics
63,Male,statistics,Mathematics
63,Male,environment,Science
63,Male,laboratory,Science
63,Male,medical,Nursing
63,Male,genetics,Nursing
63,Male,quantum mechanics,Physics
63,Male,geology,Science
63,Male,marine,Science
63,Male,molecular,Nursing
63,Male,organic,Chemical Engineering
63,Male,astrophysics,Physics
63,Male,calculus,Mathematics
63,Male,ecology,Science
63,Male,climate,Science
63,Male,neuroscience,Nursing
63,Male,biotech,Nursing
63,Male,biomedical,Nursing
63,Male,microbiology,Nursing
63,Male,cellular,Nursing
63,Male,analytical,Chemical Engineering
63,Male,theoretical,Physics
63,Male,business,Business Management
63,Male,sports,Physical Education
63,Male,law,Legal Management
63,Male,psychology,Psychology
63,Male,education,Education
63,Male,engineering,Civil Engineering
63,Female,programming,Computer Science
63,Female,software,Computer Science
63,Female,web,Computer Science
63,Female,network,Computer Science
63,Female,cybersecurity,Computer Science
63,Female,data science,Computer Science
63,Female,machine learning,Computer Science
63,Female,cloud,Computer Science
63,Female,blockchain,Computer Science
63,Female,python,Computer Science
63,Female,java,Computer Science
63,Female,c++,Computer Science
63,Female,frontend,Computer Science
63,Female,backend,Computer Science
63,Female,DevOps,Computer Science
63,Female,UI/UX,Computer Science
63,Female,system,Computer Science
63,Female,database,Computer Science
63,Female,game,Computer Science
63,Female,full stack,Computer Science
63,Female,quantum,Computer Science
63,Female,painting,Fine Arts
63,Female,sculpture,Fine Arts
63,Female,digital art,Fine Arts
63,Female,graphic,Fine Arts
63,Female,photography,Fine Arts
63,Female,music,Fine Arts
63,Female,singing,Fine Arts
63,Female,instrumental,Fine Arts
63,Female,dance,Fine Arts
63,Female,theater,Fine Arts
63,Female,film,Fine Arts
63,Female,writing,Fine Arts
63,Female,animation,Fine Arts
63,Female,rap,Fine Arts
63,Female,performance,Fine Arts
63,Female,fashion,Fine Arts
63,Female,design,Fine Arts
63,Female,illustration,Fine Arts
63,Female,typography,Fine Arts
63,Female,jewelry,Fine Arts
63,Female,pottery,Fine Arts
63,Female,street art,Fine Arts
63,Female,biology,Nursing
63,Female,chemistry,Chemical Engineering
63,Female,physics,Physics
63,Female,math,Mathematics
63,Female,statistics,Mathematics
63,Female,environment,Science
63,Female,laboratory,Science
63,Female,medical,Nursing
63,Female,genetics,Nursing
63,Female,quantum mechanics,Physics
63,Female,geology,Science
63,Female,marine,Science
63,Female,molecular,Nursing
63,Female,organic,Chemical Engineering
63,Female,astrophysics,Physics
63,Female,calculus,Mathematics
63,Female,ecology,Science
63,Female,climate,Science
63,Female,neuroscience,Nursing
63,Female,biotech,Nursing
63,Female,biomedical,Nursing
63,Female,microbiology,Nursing
63,Female,cellular,Nursing
63,Female,analytical,Chemical Engineering
63,Female,theoretical,Physics
63,Female,business,Business Management
63,Female,sports,Physical Education
63,Female,law,Legal Management
63,Female,psychology,Psychology
63,Female,education,Education
63,Female,engineering,Civil Engineering
64,Male,programming,Computer Science
64,Male,software,Computer Science
64,Male,web,Computer Science
64,Male,network,Computer Science
64,Male,cybersecurity,Computer Science
64,Male,data science,Computer Science
64,Male,machine learning,Computer Science
64,Male,cloud,Computer Science
64,Male,blockchain,Computer Science
64,Male,python,Computer Science
64,Male,java,Computer Science
64,Male,c++,Computer Science
64,Male,frontend,Computer Science
64,Male,backend,Computer Science
64,Male,DevOps,Computer Science
64,Male,UI/UX,Computer Science
64,Male,system,Computer Science
64,Male,database,Computer Science
64,Male,game,Computer Science
64,Male,full stack,Computer Science
64,Male,quantum,Computer Science
64,Male,painting,Fine Arts
64,Male,sculpture,Fine Arts
64,Male,digital art,Fine Arts
64,Male,graphic,Fine Arts
64,Male,photography,Fine Arts
64,Male,music,Fine Arts
64,Male,singing,Fine Arts
64,Male,instrumental,Fine Arts
64,Male,dance,Fine Arts
64,Male,theater,Fine Arts
64,Male,film,Fine Arts
64,Male,writing,Fine Arts
64,Male,animation,Fine Arts
64,Male,rap,Fine Arts
64,Male,performance,Fine Arts
64,Male,fashion,Fine Arts
64,Male,design,Fine Arts
64,Male,illustration,Fine Arts
64,Male,typography,Fine Arts
64,Male,jewelry,Fine Arts
64,Male,pottery,Fine Arts
64,Male,street art,Fine Arts
64,Male,biology,Nursing
64,Male,chemistry,Chemical Engineering
64,Male,physics,Physics
64,Male,math,Mathematics
64,Male,statistics,Mathematics
64,Male,environment,Science
64,Male,laboratory,Science
64,Male,medical,Nursing
64,Male,genetics,Nursing
64,Male,quantum mechanics,Physics
64,Male,geology,Science
64,Male,marine,Science
64,Male,molecular,Nursing
64,Male,organic,Chemical Engineering
64,Male,astrophysics,Physics
64,Male,calculus,Mathematics
64,Male,ecology,Science
64,Male,climate,Science
64,Male,neuroscience,Nursing
64,Male,biotech,Nursing
64,Male,biomedical,Nursing
64,Male,microbiology,Nursing
64,Male,cellular,Nursing
64,Male,analytical,Chemical Engineering
64,Male,theoretical,Physics
64,Male,business,Business Management
64,Male,sports,Physical Education
64,Male,law,Legal Management
64,Male,psychology,Psychology
64,Male,education,Education
64,Male,engineering,Civil Engineering
64,Female,programming,Computer Science
64,Female,software,Computer Science
64,Female,web,Computer Science
64,Female,network,Computer Science
64,Female,cybersecurity,Computer Science
64,Female,data science,Computer Science
64,Female,machine learning,Computer Science
64,Female,cloud,Computer Science
64,Female,blockchain,Computer Science
64,Female,python,Computer Science
64,Female,java,Computer Science
64,Female,c++,Computer Science
64,Female,frontend,Computer Science
64,Female,backend,Computer Science
64,Female,DevOps,Computer Science
64,Female,UI/UX,Computer Science
64,Female,system,Computer Science
64,Female,database,Computer Science
64,Female,game,Computer Science
64,Female,full stack,Computer Science
64,Female,quantum,Computer Science
64,Female,painting,Fine Arts
64,Female,sculpture,Fine Arts
64,Female,digital art,Fine Arts
64,Female,graphic,Fine Arts
64,Female,photography,Fine Arts
64,Female,music,Fine Arts
64,Female,singing,Fine Arts
64,Female,instrumental,Fine Arts
64,Female,dance,Fine Arts
64,Female,theater,Fine Arts
64,Female,film,Fine Arts
64,Female,writing,Fine Arts
64,Female,animation,Fine Arts
64,Female,rap,Fine Arts
64,Female,performance,Fine Arts
64,Female,fashion,Fine Arts
64,Female,design,Fine Arts
64,Female,illustration,Fine Arts
64,Female,typography,Fine Arts
64,Female,jewelry,Fine Arts
64,Female,pottery,Fine Arts
64,Female,street art,Fine Arts
64,Female,biology,Nursing
64,Female,chemistry,Chemical Engineering
64,Female,physics,Physics
64,Female,math,Mathematics
64,Female,statistics,Mathematics
64,Female,environment,Science
64,Female,laboratory,Science
64,Female,medical,Nursing
64,Female,genetics,Nursing
64,Female,quantum mechanics,Physics
64,Female,geology,Science
64,Female,marine,Science
64,Female,molecular,Nursing
64,Female,organic,Chemical Engineering
64,Female,astrophysics,Physics
64,Female,calculus,Mathematics
64,Female,ecology,Science
64,Female,climate,Science
64,Female,neuroscience,Nursing
64,Female,biotech,Nursing
64,Female,biomedical,Nursing
64,Female,microbiology,Nursing
64,Female,cellular,Nursing
64,Female,analytical,Chemical Engineering
64,Female,theoretical,Physics
64,Female,business,Business Management
64,Female,sports,Physical Education
64,Female,law,Legal Management
64,Female,psychology,Psychology
64,Female,education,Education
64,Female,engineering,Civil Engineering
65,Male,programming,Computer Science
65,Male,software,Computer Science
65,Male,web,Computer Science
65,Male,network,Computer Science
65,Male,cybersecurity,Computer Science
65,Male,data science,Computer Science
65,Male,machine learning,Computer Science
65,Male,cloud,Computer Science
65,Male,blockchain,Computer Science
65,Male,python,Computer Science
65,Male,java,Computer Science
65,Male,c++,Computer Science
65,Male,frontend,Computer Science
65,Male,backend,Computer Science
65,Male,DevOps,Computer Science
65,Male,UI/UX,Computer Science
65,Male,system,Computer Science
65,Male,database,Computer Science
65,Male,game,Computer Science
65,Male,full stack,Computer Science
65,Male,quantum,Computer Science
65,Male,painting,Fine Arts
65,Male,sculpture,Fine Arts
65,Male,digital art,Fine Arts
